0,1
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_27.png,mar de los ultimos endosantes del importe
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_22.png,"orden ciento quinze doblones siete reales, y veinte y un"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5866_output_03.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_29.png,dio las presente originales a Dn. Francisco. de Pio
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_23.png,diez de septiembre ultimo hasta que sea pagada
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_14.png,"por las personalidad qe. le asiste, se hazia e hizo pago en si"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_07.png,Dn. Franco. Dumas
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_06.png,mes de Marzo del año demil seteci-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_35.png,"fisco Dumiay, me pidio, la presente original, y"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_12.png,"tres, ante mi el infraescripto Essno p. y"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_20.png,que copia a la
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_39.png,Valladares me pidio la presente original y requiera con ella a
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_08.png,Contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_08.png,Dn. Guillermo Gordon
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_30.png,bio que sea negociada en Londres valor de dichos Señors.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_26.png,que causaran seran p. su cuenta la del pagador
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_25.png,"y requiera con ella, a Dn. Pedro Fouan vezino"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_04.png,SETECIENTOS NOVENTA
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_22.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_03.png,contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_12.png,noventa y dos Juany George Wand: Paguese
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_07.png,entos noventa y tres. ante mi el Yn-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_17.png,Drican nueve de Enero demil setecientos noventa y tres por doblones tre-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_14.png,"Essno. Publico, y mayor del Cavil-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_38.png,doy delo que dicho es en la forma que puedo no
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_39.png,Sres. Boydcen y compa. valor en cuenta por poder de Iosias Cotin
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_24.png,y Compañia dos mil pesos dea ocho reales deplata por pesos valor delos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_10.png,Salvador
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_02.png,se hacia pago en si mismo por onor de la fir-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5874_output_08.png,"mento, y detodo ello por tenerlo en su poder se"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_12.png,que antecede los que enterados dixeron no la pagavan
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_12.png,cientos noventa y tres: Ante mi el
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_23.png,Y assi copiada dicha Letra el expresado Don
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_45.png,Y asi copiada dicha Letra y endosos el referido Dn. Guillermo me pi-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_08.png,En el reso. de Dn Josef Rodrig.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_22.png,"nobenta y dos. porducados mil ciento sesenta y tres, once sueldos y ocho"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5885_output_04.png,SETECIENTOS NOVENTA
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_29.png,er la suma de setecientos y sesenta ducados
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_17.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_15.png,requirente se afirmo en sus protestos me lo pidio pr. testim.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5895_output_05.png,testimo. eyo lo doy delo qe. ba referido en la
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_40.png,los dichos Señores Dn. Josef Salvador Valverde y Hijo mayor a
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_32.png,burgo V retro=Vidal y compañia= Paguese a la orden de los Sres. Braumvbeig
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_13.png,en Ydioma Extrangero que traducida
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_19.png,on adon y con los endosos que la misma
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_15.png,"Roger, vecino y del Comercio de esta"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_15.png,tigos parecio Dn. Guillermo Gordon de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_19.png,gero que traducida al Castellano con los endosos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5866_output_09.png,no queda obligado a saneamiento alguno.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_23.png,Londres veinte y seis de octubre demil setecientos noventa y dos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_18.png,"estra segunda de Cambio, no haviendolo echo por la primera"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_28.png,Enero mil setecientos noventa y tres=Tapin Padre e hijos=Paguese a la
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_27.png,seou Buquonau y compañia valor en cuenta Orleans veinte y ocho de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_24.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_13.png,Yndican
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_32.png,"causados y qe. se causaren, otoro mno. en su razon"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_22.png,"de igual tenor, escritas en idioma estrangero q. tra-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_17.png,Paguese a la orden de los Sres. Foulton y Rauiel-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_03.png,Lanes Hermanos contra quienes viene librada y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_11.png,y Gonzalez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_21.png,pte. en pago del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_10.png,cacon. qe. contiene la dha Letra requeri a dn. Diego Duf
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_36.png,"tiene para que entreguen la primera aceptada, y de lo con-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_02.png,"SELLO QVARTO, VEINTE"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_20.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_46.png,dio la presente original y requiera con ella a Dn. Clemente Lopez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_17.png,Castellano su Thenor es el siguiente.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_28.png,vezinos de Cadiz=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_21.png,an Panale y Dn Juan Quintero vezinos de Cadiz=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_18.png,"valor en quenta: San Quintin, catorce de"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_08.png,"seguidos, y que se causaren hasta su total Satis-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5879_output_06.png,obstante la qual el requirente se afirmo en las mismas
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_29.png,veinte y nueve my. de treinta y dos reales de pla-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_22.png,tas y cinquenta libras Esterlinas con interes del
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5864_output_27.png,endosantes y a quien mas haya lugar so-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_44.png,no obstante la qual el requirente se afirmo en sus pro-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_32.png,Ls. Felime= A esn. Dn. Santos Monastien en Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5894_output_30.png,"ta vieja, valor en mi mismo, qe. pasaran a la"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_30.png,y veinte y ocho quartos Plata vieja al curso a nos conosido
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_27.png,pagara en cuenta segun aviso desu servidor = Vidal y Compañia = a Dn.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_08.png,Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_08.png,San Quintin doze de octubre de mil Sete-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5882_output_13.png,"crita en Ydioma Extrangero de que es portador, que traducida"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_29.png,Indican.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_04.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_11.png,dad y comercio a quien doy fe conozco y me ex-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_24.png,quien doy fe conosco en voz y nombre de Dn. Diego
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_04.png,SETECIENTOS NOVENTA Y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_14.png,En cuya virtud el refdo. Dn. Fernando Roger se afirma
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_07.png,Dn. Diego Duff
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_15.png,segunda de igual tenor comprehen-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_18.png,bios recambios perjuicios daños y menoscabos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5877_output_06.png,Josef Rodriguez
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_34.png,Paguese a la orden de los Señores Eduardo MacJulloch
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5867_output_38.png,Paguese a la orden de Sres. Dn. Andres Lacasaig-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_12.png,tos en esta razon necesarios. en cuya Virtud yo el Essno. mostre
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_18.png,segunda de cambio escrita en Idioma Extran-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_09.png,cavildo y ayuntamiento de ella y testigs.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_07.png,a veinte y dos dias del mes de Mar-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_18.png,Dia onze
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_31.png,mandar pagar por esta mi primera de cambio
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_34.png,"dilixencias necesarias, sobre que otorgara en su"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_09.png,dos los daños perdidas intereses gastos cambios y recambios que
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5876_output_06.png,Protesto de Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5888_output_36.png,Entendinee por penor de a ocho reales plata valor de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_03.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_34.png,"causaren hasta su Real, y efectivo pago seran de"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_25.png,Bremen primero de octubre de mil setecientos no-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5897_output_03.png,"MARAVEDIS, AÑO DE MIL"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_32.png,Paguese a la orden del Señor Dn. Diego Duff valor re-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_02.png,Paguese a la orden delos Señores Boyd Ken y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_03.png,contra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5870_output_19.png,an Quintero Vezinos de Cadiz=
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5880_output_18.png,pesos dos mil quatrocientos cinquenta y cinco de aocho rea-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_21.png,Letra
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_37.png,sionado Dn. Felipe Beltena he hize el requerimto y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_34.png,"Real y efectibo Cobro, Seran de su quenta,"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_13.png,de cambio que copiada con los endosos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_18.png,letra primera de cambio que copiada con sus endosos
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_05.png,En la Ciudad de Cadiz a veinte y tres
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5886_output_37.png,valor dichos Sres. Amsterdam diez y nueve de diziembre demil setecientos noven-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_44.png,bios y menos cavos seguidos y que se causaren hasta su real
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_10.png,de Burum
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_10.png,Prosigue
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_21.png,la fecha Paguese por esta primera de cambio a mi
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5893_output_11.png,pa. el mismo efecto quien intelixdo. de todo respondio esta-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_27.png,"inte y ocho quartos cada peso en especie de oro, o Plata al curso co-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_33.png,"los recivos precisos, y haziendo para su cobro las"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5862_output_07.png,recho sobre q. dejo hacia los protestos en esta razon ne-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5898_output_21.png,"noventa, y tres años son reales vellon diez y seis"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5891_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5865_output_22.png,de presente renuncia la excepcion de la non mime-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_14.png,en fav. del ultimo endosante toda And y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5868_output_36.png,"vieja: A noventa dias fecha, pague-"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_25.png,Vmd. pagan en esa por primera de cambio a la orden de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5895_output_09.png,charmiel vezinos de Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5890_output_04.png,Dn Juan Barni y la Suya
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_23.png,de Burum
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5897_output_01.png,Veinte maravedis.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5861_output_24.png,tos setenta y cinco maravedis plata=a uso y medio
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5887_output_05.png,Yasi copiada dicha letra y endosos el referido Dn. Diego Duff me pi-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5892_output_04.png,SETECIENTOS NOVENTA Y
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5884_output_10.png,y testigos parecio Dn. Diego Duff de esta vezin-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_06.png,En la Ciudad de Cadiz
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5896_output_11.png,Cavildo Ayuntamiento de ella
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5869_output_06.png,Vmd. p. enta mi Gnima. de cambio no ha-
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5878_output_35.png,Paguese a la Orden de Dn. Juan Luis Castena valor en cuenta
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5871_output_16.png,"bre de los antecedtes. y sus Bienes, el importe de"
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5863_output_27.png,uso y medio pagaran Vmds. Letra primera de
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5873_output_04.png,temps Padre.
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5872_output_17.png,"to de ella, y testigos parecio Dn."
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5881_output_26.png,da obligado a saneamiento alguno. Y asi lo dijo otorgo y firmo ante
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_15.png,Exon y diez y nueve de Febrero mil setecientos noventa y tres
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5899_output_01.png,Y asi copiada dicha Letra y endoso el referido Dn
/home/rpalomares/TFM/TFM-Docs-01-40-ALTO/lines/IMG_5900_output_46.png,"Esto dio por su respuesta y mediante ella, y la indicacion"
